YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,Claim
2015,1.0,1,V,N,O,R,4500.0,2,2006,0
2015,1.0,0,N,V,V,U,4189.0,1,1988,0
2012,1.0,0,V,V,V,U,700.0,1,1960,0
2012,1.0,0,V,N,O,R,1239.0,1,1988,0
2013,1.0,0,N,V,V,U,784.0,1,1960,0
2015,0.956164384,0,V,N,O,R,396.0,1,1974,0
2013,0.482191781,0,V,N,O,R,295.0,1,1910,0
2013,1.0,1,V,N,O,R,1200.0,1,1900,0
2016,1.0,1,V,N,O,R,1300.0,1,1981,1
2015,1.0,0,V,N,O,R,650.0,1,1990,1
2015,1.0,1,V,V,V,U,1670.0,1,1960,0
2012,1.0,0,N,V,V,U,200.0,1,1960,0
2013,1.0,0,N,V,V,U,200.0,1,1960,0
2012,1.0,1,N,V,V,U,2315.0,1,1988,0
2016,0.967213115,1,V,N,O,R,1210.0,1,1600,0
2015,1.0,1,V,N,O,R,365.0,3,1870,0
2013,1.0,1,V,N,O,R,1200.0,3,1850,1
2013,0.915068493,1,N,V,V,U,300.0,3,1960,1
2012,1.0,1,N,V,V,U,234.0,3,1960,0
2012,1.0,1,N,V,V,U,400.0,3,1960,0
2013,1.0,0,N,V,V,U,550.0,3,1960,1
2014,1.0,0,V,N,O,R,1898.0,3,1850,0
2014,1.0,0,N,V,V,U,516.0,3,1960,0
2014,1.0,0,N,V,V,U,1463.0,3,1960,1
2015,0.997260274,0,V,N,O,R,300.0,3,1875,0
2016,0.99726776,0,V,N,O,R,300.0,3,1875,0
2013,1.0,0,N,V,V,U,140.0,3,1960,0
2012,1.0,0,V,N,O,R,261.0,3,1875,0
2012,1.0,0,V,N,O,R,510.0,3,1875,1
2013,1.0,0,N,V,V,U,490.0,3,1960,0
2012,1.0,0,N,V,V,U,550.0,3,1960,0
2014,1.0,0,N,V,V,U,550.0,3,1960,0
2012,1.0,0,V,N,O,R,250.0,3,1850,0
2015,1.0,0,V,N,O,R,250.0,3,1850,0
2016,0.99726776,0,V,N,O,R,250.0,3,1850,1
2013,1.0,0,N,V,V,U,595.0,3,1960,1
2013,1.0,0,N,V,V,U,286.0,3,1960,1
2013,1.0,0,V,N,O,R,4300.0,1,1988,0
2013,0.347945205,1,N,V,V,U,700.0,3,1960,0
2012,1.0,1,N,V,V,U,320.0,3,1960,0
2013,1.0,1,N,V,V,U,400.0,3,1960,0
2015,1.0,1,N,V,V,U,400.0,3,1960,0
2015,1.0,0,N,V,V,U,540.0,3,1960,0
2016,1.0,0,N,V,V,U,540.0,3,1960,0
2012,1.0,0,V,N,O,R,700.0,3,1850,1
2013,1.0,0,V,N,O,R,510.0,3,1898,0
2012,1.0,1,V,N,O,R,660.0,3,1950,0
2013,1.0,1,V,N,O,R,3300.0,1,1965,0
2012,1.0,1,V,N,O,R,5264.0,1,1960,0
2012,1.0,1,V,N,O,R,1065.0,3,1964,0
2013,1.0,1,V,N,O,R,1250.0,1,1960,0
2014,1.0,1,V,N,O,R,1250.0,1,1960,0
2016,0.99726776,1,V,N,O,R,1250.0,1,1960,0
2016,0.99726776,1,V,N,O,R,1234.0,3,2001,1
2014,1.0,1,V,N,O,R,850.0,3,1975,0
2015,1.0,1,V,N,O,R,850.0,3,1975,0
2013,1.0,1,V,N,O,R,14120.0,3,1980,0
2013,0.0,1,V,N,O,R,600.0,3,1900,0
2013,0.18630137,1,V,N,O,R,1344.0,3,1900,0
2012,1.0,0,V,N,O,R,300.0,3,1880,0
2012,1.0,1,V,N,O,R,846.0,1,1997,0
2014,0.495890411,1,V,N,O,R,846.0,1,1997,0
2012,1.0,1,V,N,O,R,3678.0,3,1990,1
2013,1.0,1,V,N,O,R,3678.0,3,1990,1
2013,1.0,1,V,N,O,R,1155.0,3,1960,0
2012,1.0,1,V,N,O,R,1430.0,3,1900,1
2012,1.0,0,V,N,O,R,2450.0,3,1920,0
2015,1.0,1,V,N,O,R,3281.0,1,1980,1
2012,1.0,0,V,N,O,R,310.0,3,1900,0
2016,0.99726776,0,V,N,O,R,310.0,3,1900,0
2012,1.0,1,V,N,O,R,210.0,3,1800,0
2016,0.99726776,0,V,N,O,R,150.0,3,1900,0
2015,1.0,1,V,N,O,R,3206.0,3,1989,0
2014,1.0,1,V,N,O,R,696.0,3,2005,0
2012,1.0,1,V,N,O,R,934.0,3,1890,0
2013,0.495890411,1,V,N,O,R,2036.0,1,2000,0
2014,1.0,1,V,N,O,R,200.0,3,1880,0
2012,1.0,1,V,N,O,R,2190.0,1,1985,0
2013,1.0,1,V,N,O,R,4863.0,3,2011,0
2013,0.210958904,1,V,N,O,R,410.0,3,1970,0
2012,1.0,1,V,N,O,R,8697.0,3,2005,1
2014,1.0,1,V,N,O,R,8916.0,3,2009,1
2014,1.0,1,V,N,O,R,200.0,3,1800,0
2012,0.450819672,1,V,N,O,R,220.0,3,1900,0
2012,0.953551913,0,V,N,O,R,260.0,3,1930,0
2015,1.0,0,V,N,O,R,230.0,3,1930,0
2012,0.822404372,1,V,N,O,R,3750.0,1,1978,0
2015,1.0,1,V,N,O,R,3750.0,1,1978,0
2012,0.75136612,1,V,N,O,R,3700.0,3,1800,1
2012,0.642076503,1,V,N,O,R,1566.0,1,1981,0
2013,1.0,0,V,N,O,R,450.0,3,1920,0
2013,1.0,1,V,N,O,R,610.0,1,1900,0
2016,0.633879781,1,V,N,O,R,2000.0,1,2004,0
2013,1.0,0,V,N,O,R,252.0,3,1850,0
2013,1.0,1,V,N,O,R,1055.0,3,1900,0
2013,0.964383562,1,V,N,O,R,1200.0,3,1990,1
2014,1.0,1,V,N,O,R,1200.0,3,1990,0
2013,0.868493151,1,V,N,O,R,1115.0,3,1997,1
2015,0.0,0,V,N,O,R,300.0,3,1900,0
2015,0.504109589,1,V,N,O,R,590.0,3,1900,1
2015,0.167123288,1,V,N,O,R,500.0,1,1850,0
2016,0.56284153,0,V,N,O,R,410.0,3,1900,0
2016,0.37704918,1,V,N,O,R,500.0,3,1950,0
2016,0.573770492,1,V,N,O,R,140.0,3,1950,0
2013,1.0,1,V,V,V,U,610.0,3,1960,0
2014,0.495890411,1,V,V,V,U,610.0,3,1960,0
2012,1.0,1,V,V,V,U,520.0,1,1960,0
2013,1.0,1,V,V,V,U,520.0,1,1960,0
2015,1.0,1,V,V,V,U,520.0,1,1960,0
2012,0.0,0,V,V,V,U,188.0,3,1960,0
2015,0.0,0,V,V,V,U,188.0,3,1960,0
2013,0.106849315,1,V,V,V,U,400.0,3,1960,0
2013,1.0,1,V,N,O,R,500.0,3,1970,0
2016,0.415300546,1,V,N,O,R,500.0,3,1970,0
2012,1.0,1,V,V,V,U,300.0,3,1960,0
2012,1.0,0,V,V,V,U,1250.0,3,1960,0
2016,0.99726776,1,N,V,V,U,900.0,1,1960,0
2012,1.0,0,N,V,V,U,380.0,1,1960,0
2013,0.230136986,0,N,V,V,U,377.0,1,1960,0
2012,1.0,1,N,V,V,U,125.0,3,1960,0
2014,1.0,0,N,V,V,U,405.0,3,1960,0
2013,1.0,1,N,V,V,U,179.0,3,1960,0
2016,0.163934426,1,N,V,V,U,280.0,3,1960,0
2013,1.0,0,N,V,V,U,1920.0,1,1980,1
2012,1.0,1,N,V,V,U,600.0,3,1960,0
2015,1.0,1,N,V,V,U,600.0,3,1960,0
2012,1.0,1,V,V,V,U,260.0,3,1960,0
2014,0.539726027,1,N,V,V,U,250.0,3,1960,0
2016,0.99726776,1,N,V,V,U,410.0,3,1960,0
2012,1.0,1,N,V,V,U,400.0,3,1960,0
2015,1.0,0,V,N,O,R,1700.0,3,1800,0
2012,1.0,1,V,V,V,U,1020.0,3,1960,0
2012,1.0,1,N,V,V,U,300.0,3,1960,1
2013,0.630136986,1,N,V,V,U,930.0,3,1960,0
2012,1.0,1,V,V,V,U,356.0,3,1960,0
2014,1.0,1,V,V,V,U,450.0,1,1960,0
2015,0.123287671,1,V,V,V,U,450.0,1,1960,0
2013,0.917808219,1,V,V,V,U,1200.0,3,1980,0
2012,1.0,0,N,V,V,U,650.0,3,1960,0
2014,1.0,1,N,V,V,U,200.0,3,1960,0
2014,1.0,0,V,N,O,R,200.0,3,1800,0
2015,0.665753425,0,V,N,O,R,200.0,3,1800,0
2013,1.0,1,V,N,O,R,600.0,3,1850,1
2013,1.0,1,V,N,O,R,700.0,3,1930,0
2013,0.882191781,1,V,V,V,U,255.0,3,1960,0
2012,1.0,1,V,V,V,U,540.0,3,1960,0
2015,0.216438356,1,V,V,V,U,1412.0,3,1960,0
2016,1.0,1,V,N,O,R,370.0,3,1800,0
2014,0.816438356,1,N,V,V,U,500.0,3,1960,1
2013,0.816438356,1,V,N,O,R,1320.0,3,1970,0
2012,0.74863388,0,N,V,V,U,416.0,3,1988,0
2013,1.0,0,V,V,V,U,600.0,3,1980,0
2012,1.0,1,N,V,V,U,900.0,1,1960,1
2014,1.0,1,V,N,O,R,2544.0,3,1972,0
2014,1.0,1,V,N,O,R,3182.0,3,2005,0
2015,1.0,1,V,N,O,R,3182.0,3,2005,1
2015,0.997260274,1,V,N,O,R,8350.0,3,1985,1
2012,1.0,1,V,V,V,U,5746.0,1,1960,1
2013,0.865753425,1,V,V,V,U,5746.0,1,1960,0
2015,1.0,1,V,N,O,R,500.0,1,1970,0
2016,0.99726776,1,V,N,O,R,500.0,1,1970,0
2015,1.0,1,V,N,O,R,400.0,1,1960,0
2013,1.0,1,V,N,O,R,3803.0,1,1970,1
2012,1.0,1,V,V,V,U,2868.0,1,1960,0
2012,1.0,1,V,N,O,R,1211.0,1,2001,0
2012,1.0,1,V,N,O,R,3324.0,3,2011,0
2013,1.0,1,V,N,O,R,6896.0,3,2012,0
2016,0.745901639,1,V,N,O,R,6896.0,3,2012,0
2016,1.0,0,V,N,O,R,350.0,1,1967,0
2016,0.25136612,1,V,N,O,R,5998.0,1,1975,0
2013,0.109589041,1,V,V,V,U,2250.0,1,1980,0
2013,0.189041096,0,N,V,V,U,360.0,1,1988,0
2013,1.0,1,V,N,O,R,3754.0,3,1960,0
2015,0.983561644,1,V,N,O,R,2892.0,3,2012,0
2012,1.0,1,V,N,O,R,3376.0,3,1960,1
2012,1.0,1,V,N,O,R,2665.0,3,1972,0
2013,0.832876712,1,V,N,O,R,2600.0,3,1992,0
2013,0.873972603,1,V,N,O,R,3771.0,3,2012,0
2014,1.0,0,V,N,O,R,2500.0,1,1945,0
2013,1.0,0,N,V,V,U,1637.0,3,1988,0
2013,1.0,1,V,N,O,R,2692.0,3,1960,0
2015,0.268493151,0,V,N,O,R,160.0,1,1967,0
2013,1.0,0,V,N,O,R,450.0,1,1980,0
2014,1.0,0,V,N,O,R,450.0,1,1980,0
2012,1.0,1,V,N,O,R,716.0,1,2011,0
2014,1.0,1,V,N,O,R,716.0,1,2011,0
2015,1.0,1,V,N,O,R,716.0,1,2011,0
2014,1.0,0,V,V,V,U,350.0,1,1980,0
2013,1.0,0,N,V,V,U,3357.0,2,1988,0
2015,1.0,0,N,V,V,U,3357.0,2,1988,1
2013,1.0,0,N,V,V,U,600.0,2,1988,0
2013,1.0,0,N,V,V,U,100.0,2,1988,0
2016,0.99726776,0,V,N,O,R,1285.0,2,2011,0
2013,1.0,0,V,V,V,U,699.0,2,1980,0
2012,0.24863388,0,V,V,V,U,10173.0,2,1980,1
2012,1.0,0,V,V,V,U,6000.0,2,1980,0
2013,0.0,0,V,V,V,U,6000.0,2,1980,0
2013,1.0,1,N,V,V,U,6500.0,2,1988,0
2016,1.0,1,V,N,O,R,11000.0,2,1960,1
2016,0.25136612,1,V,N,O,R,9000.0,2,1960,1
2012,1.0,0,V,V,V,U,1000.0,2,1980,0
2013,1.0,0,V,V,V,U,1000.0,2,1980,0
2014,1.0,0,V,N,O,R,1200.0,2,1900,0
2012,1.0,0,V,V,V,U,920.0,2,1960,0
2013,0.750684932,0,V,V,V,U,3783.0,2,1980,0
2014,1.0,0,V,N,O,R,400.0,2,1900,0
2013,0.747945205,0,N,V,V,U,1500.0,2,1980,0
2012,1.0,0,N,V,V,U,534.0,2,1960,0
2014,0.246575342,0,V,N,O,R,2568.0,2,1960,0
2012,1.0,0,V,V,V,U,2500.0,2,1980,1
2016,0.99726776,0,V,V,V,U,2500.0,2,1980,0
2016,0.99726776,0,V,V,V,U,1724.0,2,1980,0
2012,1.0,0,V,N,O,R,1866.0,2,1965,0
2012,1.0,0,V,N,O,R,731.0,2,2010,0
2013,1.0,0,V,N,O,R,3267.0,2,1960,0
2012,1.0,0,V,N,O,R,3350.0,2,1960,1
2016,1.0,0,V,N,O,R,2304.0,2,1970,0
2015,1.0,0,V,V,V,U,4035.0,2,1980,0
2016,0.99726776,0,V,V,V,U,4035.0,2,1980,1
2012,1.0,0,V,V,V,U,2000.0,2,1980,0
2012,1.0,0,V,V,V,U,810.0,2,1960,0
2013,0.0,0,V,V,V,U,2488.0,2,1980,0
2013,1.0,0,V,V,V,U,833.0,2,1980,0
2014,1.0,0,V,V,V,U,750.0,2,1980,1
2016,1.0,0,V,V,V,U,750.0,2,1980,0
2012,1.0,0,V,V,V,U,630.0,2,1960,0
2013,1.0,0,V,V,V,U,1000.0,2,1980,0
2012,1.0,0,V,V,V,U,337.0,2,1960,0
2013,1.0,0,V,V,V,U,980.0,2,1960,1
2016,1.0,0,V,V,V,U,980.0,2,1960,1
2012,1.0,0,V,V,V,U,740.0,2,1960,0
2014,1.0,0,N,V,V,U,500.0,2,1980,0
2015,1.0,0,N,V,V,U,500.0,2,1980,0
2013,1.0,0,V,N,O,R,760.0,2,1600,0
2015,1.0,0,V,N,O,R,760.0,2,1600,0
2014,1.0,0,V,V,V,U,1330.0,2,1980,0
2014,1.0,0,V,V,V,U,1200.0,2,1960,0
2013,1.0,0,V,V,V,U,1028.0,2,1960,0
2016,1.0,0,V,V,V,U,1028.0,2,1960,0
2014,1.0,0,V,V,V,U,3650.0,2,1960,0
2013,1.0,0,N,V,V,U,1600.0,2,1960,1
2012,1.0,1,V,N,O,R,3538.0,2,2004,1
2012,1.0,1,N,V,V,U,7302.0,2,1988,0
2013,1.0,1,V,N,O,R,1021.0,2,2011,0
2014,0.915068493,1,V,N,O,R,1494.0,2,2009,0
2012,1.0,0,V,V,V,U,1650.0,2,1980,0
2015,1.0,0,V,V,V,U,5575.0,2,1960,0
2013,0.84109589,1,N,V,V,U,450.0,2,1960,1
2013,1.0,0,N,V,V,U,10.0,2,1980,0
2016,0.99726776,0,N,V,V,U,10.0,2,1980,0
2012,1.0,1,V,N,O,R,738.0,2,1990,0
2014,1.0,1,V,N,O,R,738.0,2,1990,0
2012,1.0,0,N,V,V,U,1800.0,2,1988,0
2013,1.0,1,V,N,O,R,800.0,2,1988,1
2013,1.0,1,V,N,O,R,1314.0,2,1990,1
2013,1.0,1,V,N,O,R,1200.0,2,1989,0
2014,1.0,1,V,N,O,R,3000.0,2,1960,1
2015,1.0,1,V,N,O,R,3000.0,2,1960,1
2013,1.0,0,V,V,V,U,1776.0,2,1980,0
2016,1.0,0,V,N,O,R,360.0,2,1900,0
2012,1.0,0,V,N,O,R,800.0,2,2009,0
2013,1.0,0,V,N,O,R,800.0,2,2009,0
2016,0.99726776,0,N,V,V,U,310.0,2,1988,0
2012,1.0,0,N,V,V,U,300.0,2,1960,0
2013,1.0,0,N,V,V,U,5657.0,2,1988,0
2015,1.0,1,V,N,O,R,1390.0,2,2000,0
2012,1.0,0,V,N,O,R,1200.0,2,2008,0
2012,0.680327869,1,V,N,O,R,2138.0,2,2012,0
2014,0.821917808,0,N,V,V,U,360.0,2,1960,0
2012,1.0,0,V,N,O,R,370.0,2,1970,0
2016,0.99726776,0,N,V,V,U,400.0,2,1960,0
2013,1.0,0,N,V,V,U,1400.0,2,1980,0
2013,0.161643836,0,N,V,V,U,2100.0,2,1960,0
2013,1.0,0,V,V,V,U,2465.0,2,1980,0
2014,1.0,0,N,V,V,U,1400.0,2,1960,0
2013,1.0,0,N,V,V,U,350.0,2,1960,0
2013,1.0,0,N,V,V,U,200.0,2,1960,0
2013,1.0,0,V,V,V,U,450.0,2,1960,0
2014,0.495890411,0,V,V,V,U,450.0,2,1960,0
2013,1.0,0,V,N,O,R,450.0,2,1930,0
2014,0.038356164,0,V,N,O,R,335.0,2,1930,0
2012,1.0,0,V,N,O,R,412.0,2,1920,0
2014,1.0,0,V,N,O,R,412.0,2,1920,0
2012,1.0,0,V,N,O,R,3000.0,2,1992,0
2013,0.671232877,0,V,N,O,R,390.0,2,1950,0
2015,1.0,0,V,N,O,R,5325.0,2,2006,0
2016,0.0,0,V,N,O,R,1689.0,2,1900,0
2013,1.0,0,V,V,V,U,3583.0,2,1980,0
2014,1.0,0,V,V,V,U,2100.0,2,1960,1
2012,1.0,0,V,V,V,U,530.0,2,1960,0
2016,1.0,0,V,N,O,R,2476.0,2,1988,0
2012,1.0,0,V,V,V,U,1140.0,2,1960,0
2014,1.0,0,V,N,O,R,1000.0,2,1930,1
2014,1.0,0,V,V,V,U,2725.0,2,1980,0
2013,1.0,0,V,N,O,R,1700.0,2,1970,0
2013,1.0,0,V,V,V,U,420.0,2,1960,0
2012,1.0,0,V,V,V,U,800.0,2,1980,0
2014,1.0,0,V,N,O,R,550.0,2,1950,0
2012,1.0,0,V,N,O,R,140.0,2,1930,0
2013,1.0,0,V,N,O,R,140.0,2,1930,0
2012,1.0,0,V,V,V,U,300.0,2,1980,0
2013,0.860273973,0,V,V,V,U,950.0,2,1960,0
2013,0.832876712,0,V,V,V,U,3600.0,2,1980,0
2012,1.0,0,V,V,V,U,520.0,2,1960,0
2015,1.0,0,V,N,O,R,400.0,2,1900,0
2015,1.0,0,V,V,V,U,500.0,2,1960,0
2013,1.0,0,V,V,V,U,200.0,2,1960,0
2013,0.912328767,0,V,V,V,U,450.0,2,1960,0
2015,1.0,0,V,V,V,U,1600.0,2,1980,0
2013,1.0,0,V,V,V,U,800.0,2,1960,1
2016,0.415300546,0,V,V,V,U,800.0,2,1960,0
2016,0.99726776,0,V,N,O,R,330.0,2,1900,1
2013,0.597260274,0,N,V,V,U,1000.0,2,1960,0
2012,1.0,0,V,N,O,R,580.0,2,1930,0
2015,1.0,0,V,N,O,R,580.0,2,1930,0
2012,1.0,0,N,V,V,U,250.0,2,1960,0
2012,1.0,0,N,V,V,U,542.0,2,1960,0
2014,1.0,0,V,V,V,U,200.0,2,1960,0
2013,1.0,0,N,V,V,U,2000.0,2,1980,0
2014,1.0,0,V,N,O,R,810.0,2,1930,0
2013,1.0,0,V,N,O,R,710.0,2,1960,0
2013,1.0,0,V,N,O,R,450.0,2,1900,0
2015,0.457534247,0,V,V,V,U,1200.0,2,1960,0
2012,1.0,0,N,V,V,U,650.0,2,1960,1
2013,1.0,0,N,V,V,U,780.0,2,1980,1
2012,1.0,0,N,V,V,U,1600.0,2,1980,1
2012,1.0,0,V,N,O,R,1260.0,2,1960,1
2014,1.0,0,V,N,O,R,1260.0,2,1960,0
2013,1.0,0,V,N,O,R,677.0,2,2009,0
2012,1.0,0,V,N,O,R,1200.0,2,1963,0
2013,1.0,0,V,N,O,R,1148.0,2,1989,1
2013,0.832876712,0,V,V,V,U,667.0,2,1980,0
2014,1.0,0,V,N,O,R,579.0,2,2004,0
2012,1.0,0,N,V,V,U,200.0,2,1960,0
2015,0.142465753,0,V,N,O,R,175.0,2,1900,0
2012,1.0,0,N,V,V,U,820.0,2,1960,0
2015,1.0,0,N,V,V,U,820.0,2,1960,0
2016,0.99726776,0,N,V,V,U,820.0,2,1960,1
2013,0.769863014,0,N,V,V,U,570.0,2,1960,0
2012,1.0,0,N,V,V,U,1750.0,2,1960,0
2014,1.0,0,N,V,V,U,1750.0,2,1960,1
2014,1.0,1,N,V,V,U,1625.0,2,1988,0
2012,0.581967213,0,N,V,V,U,1700.0,2,1980,0
2014,1.0,1,V,N,O,R,1200.0,2,1988,0
2015,1.0,1,V,N,O,R,380.0,2,1930,0
2016,0.99726776,1,V,N,O,R,380.0,2,1930,0
2012,1.0,0,V,N,O,R,1133.0,2,1960,0
2012,0.581967213,0,V,N,O,R,320.0,2,1950,0
2012,0.584699454,1,V,N,O,R,5450.0,2,1980,1
2016,0.99726776,0,V,N,O,R,985.0,2,2006,1
2013,1.0,0,V,N,O,R,500.0,2,1900,0
2012,1.0,0,N,V,V,U,530.0,2,1960,0
2014,1.0,0,V,N,O,R,1590.0,2,1960,0
2013,0.665753425,0,N,V,V,U,825.0,2,1988,1
2016,1.0,0,V,V,V,U,2710.0,2,1988,0
2012,1.0,1,V,N,O,R,460.0,2,2009,0
2012,1.0,0,V,V,V,U,2529.0,2,1980,1
2015,1.0,0,V,V,V,U,4160.0,2,1988,0
2014,0.802739726,0,V,V,V,U,5900.0,2,1988,1
2014,1.0,1,V,N,O,R,1859.0,2,1998,0
2012,1.0,0,V,N,O,R,650.0,2,1981,0
2015,1.0,0,V,N,O,R,650.0,2,1981,1
2014,1.0,1,V,N,O,R,994.0,2,2011,0
2015,1.0,1,V,N,O,R,994.0,2,2011,0
2012,0.50273224,1,V,N,O,R,180.0,2,1949,0
2012,1.0,0,V,V,V,U,8957.0,2,1980,1
2013,1.0,0,V,V,V,U,1250.0,2,1980,0
2016,1.0,0,V,V,V,U,1250.0,2,1980,1
2014,1.0,0,V,N,O,R,1200.0,2,1970,0
2014,0.0,0,V,V,V,U,350.0,2,1960,0
2013,1.0,0,V,V,V,U,380.0,2,1980,0
2014,1.0,0,V,V,V,U,1000.0,2,1960,1
2012,1.0,1,V,N,O,R,400.0,2,1950,1
2013,1.0,0,V,V,V,U,200.0,2,1960,0
2014,0.41369863,0,V,V,V,U,200.0,2,1960,0
2013,0.0,0,V,V,V,U,4905.0,2,1988,0
2013,0.476712329,0,V,V,V,U,8893.0,2,1988,1
2012,1.0,0,V,V,V,U,6252.0,2,1980,0
2016,1.0,0,V,V,V,U,3757.0,2,1980,1
2012,0.24863388,0,V,V,V,U,2235.0,2,1980,0
2012,1.0,0,V,V,V,U,7500.0,2,1980,1
2014,1.0,0,N,V,V,U,14472.0,2,1980,1
2013,0.495890411,0,N,V,V,U,4600.0,2,1980,0
2012,1.0,0,V,V,V,U,1800.0,2,1980,0
2012,1.0,0,V,V,V,U,4122.0,2,1980,1
2016,0.24863388,0,V,V,V,U,1300.0,2,1980,0
2012,1.0,0,V,V,V,U,4000.0,2,1960,1
2015,0.246575342,0,V,V,V,U,7863.0,2,1980,1
2015,1.0,0,V,V,V,U,1780.0,2,1980,0
2012,1.0,0,V,V,V,U,3150.0,2,1980,1
2014,0.41369863,0,V,V,V,U,6000.0,2,1980,1
2012,1.0,0,V,V,V,U,4663.0,1,1960,1
2013,0.567123288,0,V,V,V,U,4663.0,1,1960,0
2016,1.0,0,V,N,O,R,600.0,1,1950,0
2012,1.0,0,V,N,O,R,1320.0,1,1980,0
2012,1.0,0,N,V,V,U,1300.0,1,1988,0
2012,1.0,0,V,N,O,R,2800.0,1,2009,0
2014,1.0,0,V,N,O,R,1500.0,1,2004,0
2016,1.0,0,V,N,O,R,1832.0,1,1990,0
2013,1.0,0,V,N,O,R,1450.0,1,2010,0
2016,0.836065574,0,V,N,O,R,410.0,1,1950,0
2012,1.0,0,V,V,V,U,658.0,1,1960,0
2012,1.0,0,V,V,V,U,1890.0,1,1980,0
2015,1.0,0,V,V,V,U,357.0,1,1960,1
2016,0.99726776,0,V,V,V,U,357.0,1,1960,0
2012,1.0,0,V,N,O,R,4461.0,1,1977,1
2013,1.0,0,V,N,O,R,4461.0,1,1977,0
2014,1.0,0,V,N,O,R,4461.0,1,1977,1
2016,1.0,0,V,N,O,R,4461.0,1,1977,0
2012,1.0,0,V,V,V,U,1986.0,1,1980,0
2014,1.0,0,V,V,V,U,1986.0,1,1980,0
2015,1.0,0,V,V,V,U,1986.0,1,1980,0
2012,1.0,0,V,N,O,R,738.0,1,1900,0
2016,0.99726776,0,V,N,O,R,738.0,1,1900,0
2013,1.0,0,V,N,O,R,410.0,1,1900,0
2015,1.0,0,V,N,O,R,410.0,1,1900,0
2014,1.0,0,N,V,V,U,1380.0,1,1980,0
2014,1.0,0,V,V,V,U,900.0,1,1960,0
2013,0.435616438,1,N,V,V,U,240.0,1,1960,1
2012,1.0,0,V,N,O,R,800.0,1,1960,0
2014,0.832876712,0,V,N,O,R,800.0,1,1960,0
2016,1.0,0,N,V,V,U,450.0,1,1960,0
2013,1.0,0,V,N,O,R,200.0,1,1948,0
2015,1.0,0,V,N,O,R,1086.0,1,1900,1
2012,1.0,0,N,V,V,U,477.0,1,1980,0
2012,0.540983607,0,V,V,V,U,175.0,1,1960,0
2015,1.0,0,V,N,O,R,3100.0,1,2009,0
2015,1.0,0,V,N,O,R,2700.0,1,2011,0
2016,0.99726776,0,V,N,O,R,2700.0,1,2011,0
2016,1.0,0,V,N,O,R,350.0,1,2003,0
2016,1.0,1,V,V,V,U,2420.0,1,1960,0
2013,1.0,0,V,N,O,R,1950.0,1,2007,0
2016,1.0,0,V,N,O,R,1210.0,1,2002,1
2012,1.0,0,V,N,O,R,1300.0,1,2009,1
2016,0.99726776,0,V,N,O,R,4395.0,1,1971,0
2014,1.0,0,V,N,O,R,1150.0,1,1900,0
2013,1.0,0,V,N,O,R,752.0,1,1990,0
2015,1.0,0,V,N,O,R,752.0,1,1990,0
2012,1.0,0,V,N,O,R,490.0,1,1950,0
2015,1.0,0,V,N,O,R,1100.0,1,1990,0
2012,1.0,0,V,N,O,R,350.0,1,1972,0
2013,0.334246575,0,V,N,O,R,280.0,1,1950,1
2013,1.0,0,V,N,O,R,1461.0,1,1960,0
2016,1.0,0,V,N,O,R,1461.0,1,1960,0
2014,1.0,0,V,N,O,R,3800.0,1,1995,0
2014,1.0,0,V,N,O,R,750.0,1,1993,0
2015,1.0,0,V,N,O,R,3124.0,1,2011,1
2014,1.0,0,V,N,O,R,1650.0,1,2007,1
2016,1.0,0,V,N,O,R,1000.0,1,1900,1
2015,0.632876712,0,V,N,O,R,1250.0,1,2015,0
2016,0.99726776,0,V,N,O,R,1250.0,1,2015,0
2012,1.0,0,V,N,O,R,4800.0,1,1950,1
2014,1.0,0,V,N,O,R,4800.0,1,1950,0
2014,1.0,0,V,N,O,R,2700.0,1,1980,0
2015,1.0,0,V,N,O,R,2700.0,1,1980,0
2012,0.0,0,V,V,V,U,571.0,1,1960,0
2013,1.0,0,V,N,O,R,9125.0,1,1980,1
2014,1.0,0,V,V,V,U,1850.0,1,1960,0
2016,1.0,0,V,V,V,U,1850.0,1,1960,1
2012,0.308743169,0,V,N,O,R,353.0,1,1850,0
2012,1.0,0,V,V,V,U,1800.0,1,1960,0
2012,1.0,0,V,N,O,R,4350.0,1,2000,0
2015,1.0,0,V,N,O,R,4350.0,1,2000,0
2014,1.0,0,V,V,V,U,900.0,1,1960,1
2016,1.0,0,V,V,V,U,900.0,1,1960,0
2014,1.0,0,V,V,V,U,3705.0,1,1960,0
2013,1.0,0,N,V,V,U,270.0,1,1960,0
2013,1.0,0,V,N,O,R,525.0,1,1945,0
2012,1.0,1,N,V,V,U,2815.0,1,1980,0
2012,1.0,1,N,V,V,U,1230.0,1,1980,0
2013,1.0,0,N,V,V,U,2613.0,1,1980,0
2014,0.747945205,0,N,V,V,U,1230.0,1,1980,0
2013,1.0,1,N,V,V,U,1100.0,1,1980,0
2012,1.0,1,N,V,V,U,1100.0,1,1980,0
2016,0.99726776,1,N,V,V,U,1100.0,1,1980,0
2015,1.0,1,N,V,V,U,430.0,1,1980,0
2012,1.0,1,N,V,V,U,930.0,1,1980,0
2012,1.0,1,N,V,V,U,1390.0,1,1980,0
2013,1.0,1,N,V,V,U,2110.0,1,1980,0
2016,0.99726776,1,N,V,V,U,2110.0,1,1980,1
